order_date,actual_revenue,predicted_revenue,pred_lower_95,pred_upper_95,residual,abs_error,pct_error,month_period
2018-08-07,58294.38,49347.11465424672,33843.37104288269,64850.85826561075,8947.26534575328,8947.26534575328,15.348418399429379,2018-08
2018-08-08,51360.5,49333.75707481408,33830.01346345005,64837.50068617811,2026.7429251859212,2026.7429251859212,3.9461121390678073,2018-08
2018-08-09,46734.86,48746.42759778615,33242.68398642212,64250.171209150176,-2011.5675977861465,2011.5675977861465,4.304212311294281,2018-08
2018-08-10,39585.29,42475.87482499763,26972.1312136336,57979.618436361656,-2890.584824997626,2890.584824997626,7.302169126454867,2018-08
2018-08-11,30565.73,35222.462215133026,19718.718603768997,50726.205826497055,-4656.732215133026,4656.732215133026,15.235141497137567,2018-08
2018-08-12,36739.75,33243.71972722801,17739.97611586398,48747.46333859204,3496.03027277199,3496.03027277199,9.515661573015576,2018-08
2018-08-13,45876.91,40405.655259892774,24901.911648528745,55909.3988712568,5471.25474010723,5471.25474010723,11.92594431514073,2018-08
2018-08-14,51471.37,45181.704213073084,29677.960601709055,60685.44782443711,6289.665786926918,6289.665786926918,12.219736499974488,2018-08
2018-08-15,52358.65,48732.14410108764,33228.40048972361,64235.887712451666,3626.5058989123645,3626.5058989123645,6.926278463849554,2018-08
2018-08-16,42217.31,46490.68500164135,30986.941390277323,61994.42861300538,-4273.375001641354,4273.375001641354,10.122328972739748,2018-08
2018-08-17,37638.99,41150.747288564016,25647.003677199988,56654.490899928045,-3511.7572885640184,3511.7572885640184,9.330105001659234,2018-08
2018-08-18,28698.1,30755.44840467642,15251.70479331239,46259.19201604045,-2057.3484046764206,2057.3484046764206,7.168935938882437,2018-08
2018-08-19,29966.5,30378.351515374172,14874.607904010143,45882.095126738204,-411.85151537417187,411.85151537417187,1.3743731012102576,2018-08
2018-08-20,39851.87,39612.87883892745,24109.13522756342,55116.62245029148,238.99116107255395,238.99116107255395,0.5996987370292886,2018-08
2018-08-21,30830.69,39567.51053490548,24063.76692354145,55071.25414626951,-8736.82053490548,8736.82053490548,28.338063581792948,2018-08
2018-08-22,24262.61,37031.77072741692,21528.027116052894,52535.51433878095,-12769.160727416922,12769.160727416922,52.62896583433078,2018-08
2018-08-23,19540.56,33507.26750590094,18003.523894536913,49011.01111726497,-13966.70750590094,13966.70750590094,71.47547207398836,2018-08
2018-08-24,11313.39,24258.183104319116,8754.439492955087,39761.92671568315,-12944.793104319117,12944.793104319117,114.42010842302012,2018-08
2018-08-25,11737.76,19748.712023305474,4244.968411941445,35252.4556346695,-8010.952023305474,8010.952023305474,68.24941064824527,2018-08
2018-08-26,9333.16,19274.359104728846,3770.6154933648177,34778.10271609288,-9941.199104728847,9941.199104728847,106.51482568314319,2018-08
2018-08-27,6111.61,19568.826400573966,4065.082789209937,35072.57001193799,-13457.216400573965,13457.216400573965,220.19102005157342,2018-08
2018-08-28,4121.22,13016.403324964553,0.0,28520.14693632858,-8895.183324964553,8895.183324964553,215.838594517268,2018-08
2018-08-29,1762.7,10931.973532830087,0.0,26435.717144194117,-9169.273532830086,9169.273532830086,520.1834420394897,2018-08
2018-08-30,0.0,10349.129612547413,0.0,25852.87322391144,-10349.129612547413,10349.129612547413,1034912.9612547413,2018-08
2018-08-31,0.0,2112.693228183844,0.0,17616.436839547874,-2112.693228183844,2112.693228183844,211269.3228183844,2018-08
2018-09-01,0.0,1611.822409585413,0.0,17115.56602094944,-1611.822409585413,1611.822409585413,161182.24095854128,2018-09
2018-09-02,0.0,1364.400401655694,0.0,16868.144013019722,-1364.400401655694,1364.400401655694,136440.0401655694,2018-09
2018-09-03,166.46,1369.255208692861,0.0,16872.99882005689,-1202.795208692861,1202.795208692861,722.573115879407,2018-09
